StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q2_67_TEXT,Q20,Q20_21_TEXT,Q16,Q16_42_TEXT,Q17,Q19,Q19_9_TEXT,Q18,Q18_6_TEXT,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q8_First Click,Q8_Last Click,Q8_Page Submit,Q8_Click Count,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q10_First Click,Q10_Last Click,Q10_Page Submit,Q10_Click Count,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count
9/16/2020 5:58,9/16/2020 6:05,IP Address,67.8.124.112,100,383,TRUE,9/16/2020 6:05,R_1jJt3BUU0LywGTy,,,,,28.76750183,-81.28440094,anonymous,EN,Data Scientist/Engineer,,Communications,,,,Male,Engineering,,India,,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,4.973,40.995,42.17,16,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,1.897,55.898,57.99,15,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,5.146,47.732,48.937,16,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Neutral,10.56,157.738,159.019,22,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,2.303,44.771,45.849,14
9/16/2020 6:05,9/16/2020 6:12,IP Address,73.103.120.106,100,430,TRUE,9/16/2020 6:12,R_Z7uCeqk4zyx8GD7,,,,,40.32279968,-86.88809967,anonymous,EN,Data Scientist/Engineer,,Finance,,Other,"Dearborn, MI",Female,Fine Arts,,Other,Taiwan,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,12.35,146.198,147.442,33,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,3.919,27.526,28.393,13,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,1.741,30.414,31.249,14,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,2.001,40.696,41.67,14,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,3.158,76.326,77.22,15
9/16/2020 6:07,9/16/2020 6:12,IP Address,76.232.14.173,100,327,TRUE,9/16/2020 6:12,R_12KBe0MKwllAMqz,,,,,35.22270203,-80.79380035,anonymous,EN,Other,Product Owner - Strategy,Finance,,Other,"Charlotte, NC",Male,Economics,,United States,,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Disagree,Agree,Neutral,Neutral,Disagree,1.248,23.085,23.888,13,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,164.405,191.027,191.365,12,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,1.961,24.087,24.343,11,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Disagree,1.369,18.893,19.646,11,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Agree,Agree,1.536,18.362,18.874,10
9/16/2020 6:20,9/16/2020 6:24,IP Address,73.13.222.11,100,237,TRUE,9/16/2020 6:24,R_3lANKV6ye6Ojty1,,,,,40.19219971,-75.43389893,anonymous,EN,Consultant,,Technology,,Prefer to not respond,,Male,Engineering,,India,,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Disagree,Somewhat Agree,3.525,44.416,45.404,13,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,6.532,40.61,41.495,14,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,2.205,28.357,29.107,12,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,9.273,34.358,35.421,15,Agree,Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,1.857,21.289,21.944,12
9/16/2020 4:16,9/16/2020 6:58,IP Address,173.95.76.179,100,9718,TRUE,9/16/2020 6:58,R_cwfuBnl9LmYDY1X,,,,,35.91119385,-78.9178009,anonymous,EN,Other,Project Manager,Food,,"Raleigh, NC",,Female,"Engineering,Other Business",,Other,Colombia,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,48.882,145.973,147.52,20,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,6.18,107.823,108.968,13,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Agree,4.614,117.543,120.226,19,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,7.925,98.64,108.836,28,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Neutral,3.856,70.556,72.061,19
9/16/2020 6:59,9/16/2020 7:04,IP Address,73.145.138.125,100,292,TRUE,9/16/2020 7:04,R_31ztVNi6OmFpiOS,,,,,42.70689392,-84.4138031,anonymous,EN,Business Intelligence,,Marketing,,"New York, NY",,Male,Other Business,,India,,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,7.337,51.421,53.468,10,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,5.767,36.963,38.299,10,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Disagree,Agree,Agree,3.3,36.11,37.901,10,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,3.116,62.602,64.055,11,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,9.216,36.563,37.392,10
9/16/2020 7:00,9/16/2020 7:05,IP Address,104.2.176.98,100,309,TRUE,9/16/2020 7:05,R_2eQhWgOfI1IJ0o6,,,,,35.89639282,-78.71150208,anonymous,EN,Data Scientist/Engineer,,Consulting,,"Raleigh, NC",,Male,Engineering,,India,,Disagree,Somewhat Agree,Agree,Neutral,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,7.148,68.636,70.001,11,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,11.597,51.988,53.022,10,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Neutral,Agree,3.317,39.014,40.19,10,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Disagree,4.809,52.244,55.235,15,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,3.383,37.103,37.544,12
9/16/2020 7:17,9/16/2020 7:20,IP Address,71.127.212.235,100,189,TRUE,9/16/2020 7:20,R_1gOcucJhkqRtxdi,,,,,40.71820068,-74.04759979,anonymous,EN,Consultant,,Healthcare,,New Jersey,,Male,Engineering,,India,,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,5.886,43.817,44.959,14,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,2.34,30.736,31.984,15,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,1.955,29.529,30.839,11,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,3.001,23.439,24.444,13,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,2.822,26.451,27.271,14
9/16/2020 7:34,9/16/2020 7:38,IP Address,66.253.128.25,100,253,TRUE,9/16/2020 7:38,R_87it9CypXjIJR9T,,,,,40.48800659,-74.45439911,anonymous,EN,Consultant,,Technology,,New Jersey,,Female,Engineering,,India,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,4.091,66.77,67.746,33,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,3.084,40.482,41.239,22,Somewhat Agree,Somewhat Agree,Agree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,3.095,40,41.034,18,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,2.543,28.837,29.769,17,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,2.208,24.016,24.856,13
9/16/2020 7:35,9/16/2020 7:42,IP Address,73.160.55.65,100,465,TRUE,9/16/2020 7:42,R_2QhxLbHatLBbV5b,,,,,40.70530701,-74.08660126,anonymous,EN,Data Scientist/Engineer,,Finance,,Other,New York City,Male,Engineering,,India,,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,7.234,91.952,93.05,27,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,24.994,116.397,117.377,23,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,3.372,111.001,111.833,26,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,2.479,28.535,29.648,16,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,4.196,38.021,38.755,18
9/16/2020 8:05,9/16/2020 8:15,IP Address,107.77.211.117,100,603,TRUE,9/16/2020 8:15,R_2TnhXgAYkDG0sL4,,,,,37.62269592,-120.9981995,anonymous,EN,Consultant,,Healthcare,,"San Francisco, CA",,Male,Engineering,,,,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,129.401,226.354,227.948,23,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,4.217,69.6,70.762,18,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Agree,30.789,78.485,79.712,17,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,1.375,69.131,70.159,22,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Agree,3.183,75.002,76.347,24
9/16/2020 8:24,9/16/2020 8:29,IP Address,98.139.109.21,100,299,TRUE,9/16/2020 8:29,R_1cSTgqD67qXzP64,,,,,41.26800537,-96.11560059,anonymous,EN,Developer,,Technology,,"Chicago, IL",,Male,Engineering,,India,,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,11.345,53.681,54.835,12,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,4.034,33.82,35.52,12,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,3.826,35.074,36.001,13,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,13.283,54.02,55.133,13,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,6.359,33.359,34.161,11
9/16/2020 8:28,9/16/2020 8:33,IP Address,173.66.128.233,100,299,TRUE,9/16/2020 8:33,R_2tEc3nRBUA17Rqy,,,,,38.93069458,-77.16729736,anonymous,EN,Developer,,Government,,"Washingon, DC",,Male,Engineering,,India,,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,1.739,36.733,38.17,13,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Neutral,1.631,27.737,29.097,12,Somewhat Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,33.12,55.123,56.43,11,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,2.638,27.79,30.926,11,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Agree,Somewhat Agree,1.491,28.514,29.874,12
9/16/2020 8:30,9/16/2020 8:34,IP Address,157.191.66.52,100,239,TRUE,9/16/2020 8:34,R_3vHuwn4i1DGKSFr,,,,,40.72520447,-73.94400024,anonymous,EN,Consultant,,Consulting,,"Chicago, IL",,Female,Engineering,,India,,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,7.684,32.109,32.791,10,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Somewhat Agree,Neutral,34.445,64.032,64.994,11,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Neutral,Disagree,Somewhat Disagree,Somewhat Disagree,3.739,53.249,54.423,12,Agree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,3.435,26.892,27.274,11,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,1.721,30.542,31.383,10
9/16/2020 8:30,9/16/2020 8:37,IP Address,162.44.245.32,100,405,TRUE,9/16/2020 8:37,R_sNKyJtbqFtxpuJH,,,,,35.229599,-80.84300232,anonymous,EN,Consultant,,Healthcare,,"Chicago, IL",,Female,Engineering,,India,,Somewhat Agree,Neutral,Neutral,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,137.105,187.919,189.393,11,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,12.002,41.978,43.229,10,Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Agree,15.959,42.191,43.255,11,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,3.1,39.86,40.909,10,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,4.578,36.634,37.196,10
9/16/2020 8:35,9/16/2020 8:38,IP Address,68.84.221.249,100,185,TRUE,9/16/2020 8:38,R_0IkTMSN6WlkV7sR,,,,,40.10049438,-75.37090302,anonymous,EN,Consultant,,Healthcare,,New Jersey,,Male,Engineering,,India,,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,4.729,31.736,33.16,10,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,7.454,32.431,33.147,10,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Somewhat Agree,4.314,38.544,39.938,11,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,3.207,18.967,23.325,10,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,2.062,20.142,21.259,10
9/16/2020 8:36,9/16/2020 8:42,IP Address,73.69.131.95,100,363,TRUE,9/16/2020 8:42,R_1f0IRYd9XKlF2vN,,,,,42.28320313,-71.42960358,anonymous,EN,Business Intelligence,,Healthcare,,"Boston, MA",,Male,Computer Science,,India,,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,8.911,73.393,75.955,14,Somewhat Disagree,Neutral,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,7.209,63.201,66.014,14,Agree,Agree,Agree,Somewhat Disagree,Neutral,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Agree,3.001,41.352,43.664,13,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,6.002,45.116,46.977,14,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,4.001,68.085,69.788,24
9/16/2020 8:38,9/16/2020 8:43,IP Address,72.21.198.67,100,286,TRUE,9/16/2020 8:43,R_21tUowqpO7MWG2X,,,,,39.0480957,-77.47280121,anonymous,EN,Business Intelligence,,Other,Retail,"Seattle, WA",,Male,Engineering,,India,,Neutral,Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,5.403,44.782,46.3,12,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Somewhat Disagree,Disagree,Agree,Neutral,Somewhat Agree,12.842,54.546,56.569,11,Neutral,Neutral,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,8.497,40.441,41.539,10,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,4.019,38.151,39.112,10,Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,Agree,Agree,5.54,34.715,35.928,13
9/16/2020 8:51,9/16/2020 8:55,IP Address,104.190.24.135,100,243,TRUE,9/16/2020 8:55,R_2TZg8QzvIAoV35N,,,,,29.72279358,-95.42510223,anonymous,EN,Data Scientist/Engineer,,Technology,,Other,"Houston, TX",Female,Engineering,,India,,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,11.406,46.159,47.646,11,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Neutral,Neutral,Somewhat Agree,7.179,31.134,32.377,10,Somewhat Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Somewhat Agree,10.23,52.235,53.201,11,Disagree,Disagree,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Agree,Agree,Agree,Neutral,3.823,27.211,28.936,12,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Agree,Neutral,Neutral,Somewhat Agree,4.153,32.885,33.581,10
9/16/2020 8:42,9/16/2020 8:57,IP Address,104.129.204.51,100,921,TRUE,9/16/2020 8:57,R_ety7EAlRM7qZJyF,,,,,33.74850464,-84.38710022,anonymous,EN,Data Scientist/Engineer,,Healthcare,,Other,"Eden Prairie, Minnesota",Female,Engineering,,India,,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Disagree,Agree,Neutral,Neutral,Somewhat Disagree,6.322,43.291,46.506,11,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,15.213,41.779,43.119,11,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,3.438,32.909,55.5,10,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Disagree,2.824,51.67,52.342,15,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,3.346,630.303,631.443,10
9/16/2020 8:56,9/16/2020 9:00,IP Address,68.13.172.105,100,272,TRUE,9/16/2020 9:00,R_2urYE2ZFSX9GMH0,,,,,41.23269653,-96.11380005,anonymous,EN,Analyst,,Healthcare,,Other,,Male,Engineering,,India,,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,9.43,40.643,43.23,11,Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,Disagree,Agree,Agree,Agree,3.257,26.672,27.445,10,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,2.251,32.46,33.173,11,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,30.568,50.312,52.42,10,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Somewhat Agree,Somewhat Agree,2.563,49.323,50.027,10
9/16/2020 9:07,9/16/2020 9:11,IP Address,165.225.39.1,100,216,TRUE,9/16/2020 9:11,R_6G7l8ADBdRTFMCR,,,,,40.71490479,-73.98930359,anonymous,EN,Other,"Manager, Customer & Market Insights",Healthcare,,"Boston, MA",,Male,Engineering,,India,,Neutral,Somewhat Disagree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,4.095,25.272,27.143,10,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Agree,Agree,3.948,25.896,28.967,10,Agree,Somewhat Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,2.522,38.464,45.651,10,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,3.436,46.21,47.58,15,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,2.112,33.756,35.93,13
9/16/2020 9:08,9/16/2020 9:14,IP Address,98.223.126.91,100,346,TRUE,9/16/2020 9:14,R_eFHPXPuAJmZ3BDP,,,,,41.87319946,-88.00019836,anonymous,EN,Data Scientist/Engineer,,Food,,"Chicago, IL",,Female,Computer Science,,India,,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Somewhat Agree,5.943,63.194,64.343,12,Agree,Somewhat Agree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Agree,Agree,24.2,56.818,57.823,14,Agree,Disagree,Agree,Disagree,Somewhat Agree,Disagree,Agree,Disagree,Agree,Neutral,7.472,74.126,74.937,15,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,7.095,28.348,29.518,12,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Neutral,4.287,38.302,39.472,13
9/16/2020 9:13,9/16/2020 9:18,IP Address,73.208.56.166,100,277,TRUE,9/16/2020 9:18,R_0HfXI2asCrFISGt,,,,,41.72990417,-86.24069977,anonymous,EN,Analyst,,Healthcare,,,,Male,Other,Actuarial Science,United States,,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Agree,6.136,37.331,38.087,12,Disagree,Somewhat Agree,Disagree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,11.471,35.091,35.997,12,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Neutral,3.38,25.259,26.063,11,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,14.575,36.21,37.247,10,Somewhat Agree,Neutral,Disagree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,6.414,35.353,36.055,12
